,Name,Genre,ID,Year,Imdb Rating,Director,Votes,Gross,malesRating,malesCount,femalesRating,femalesCount
74,Guardians of the Galaxy,Action,tt2015381,2014,8.0,James Gunn,"1,147,156",$333.18M,8.0,"631,590",8.1,"135,272"
75,Blade Runner 2049,Action,tt1856101,2017,8.0,Denis Villeneuve,"545,718",$92.05M,8.0,"315,507",7.6,"43,980"
76,The Revenant,Action,tt1663202,2015,8.0,Alejandro G. Iñárritu,"782,602",$183.64M,8.0,"439,397",7.8,"82,462"
77,Tropa de Elite 2: O Inimigo Agora é Outro,Action,tt1555149,2010,8.0,José Padilha,"82,678",$0.10M,8.0,"65,429",8.0,"5,009"
78,Deadpool,Action,tt1431045,2016,8.0,Tim Miller,"1,004,057",$363.07M,7.9,"532,134",8.0,"112,904"
79,Zack Snyder's Justice League,Action,tt12361974,2021,8.0,Zack Snyder,"381,461",,7.9,"176,861",7.9,"15,942"
80,Ip Man,Action,tt1220719,2008,8.0,Wilson Yip,"222,119",,8.0,"162,929",7.9,"13,091"
81,Dune: Part One,Action,tt1160419,2021,8.0,Denis Villeneuve,"583,216",$108.33M,8.0,"264,057",8.0,"47,699"
82,Tropa de Elite,Action,tt0861739,2007,8.0,José Padilha,"103,248",$0.01M,8.0,"79,910",8.0,"6,625"
83,The Avengers,Action,tt0848228,2012,8.0,Joss Whedon,"1,361,369",$623.28M,8.0,"798,844",8.2,"175,764"
84,The Bourne Ultimatum,Action,tt0440963,2007,8.0,Paul Greengrass,"629,085",$227.47M,8.0,"432,610",7.9,"59,433"
85,Taegukgi hwinalrimyeo,Action,tt0386064,2004,8.0,Je-kyu Kang,"39,597",$1.11M,8.0,"29,523",8.0,"2,750"
86,Casino Royale,Action,tt0381061,2006,8.0,Martin Campbell,"647,660",$167.45M,8.0,"428,616",7.8,"58,175"
87,Kill Bill: Vol. 2,Action,tt0378194,2004,8.0,Quentin Tarantino,"740,563",$66.21M,8.0,"459,517",8.1,"83,700"
88,Mou gaan dou,Action,tt0338564,2002,8.0,Andrew Lau,"123,884",$0.17M,8.0,"86,528",8.1,"10,431"
89,The Incredibles,Action,tt0317705,2004,8.0,Brad Bird,"716,035",$261.44M,8.0,"407,836",7.9,"104,729"
90,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Action,tt0169858,1997,8.0,Hideaki Anno,"52,768",,7.9,"29,624",7.9,"3,403"
91,Andaz Apna Apna,Action,tt0109117,1994,8.0,Rajkumar Santoshi,"52,988",,8.0,"34,985",7.3,"2,669"
92,Akira,Action,tt0094625,1988,8.0,Katsuhiro Ôtomo,"182,375",$0.55M,7.9,"117,720",7.7,"12,150"
93,Sanjuro,Action,tt0056443,1962,8.0,Akira Kurosawa,"37,913",,8.0,"26,096",8.0,"2,731"
94,Minnal Murali,Action,tt7268738,2021,7.9,Basil Joseph,"27,996",,7.6,"8,643",7.6,403
95,Airlift,Action,tt4387040,2016,7.9,Raja Menon,"56,631",,7.8,"31,361",7.7,"1,967"
96,Baby,Action,tt3848892,2015,7.9,Neeraj Pandey,"57,213",,7.8,"34,199",7.5,"1,605"
97,Thor: Ragnarok,Action,tt3501632,2017,7.9,Taika Waititi,"707,423",$315.06M,7.8,"355,036",8.1,"73,305"
98,Serbuan maut 2: Berandal,Action,tt2265171,2014,7.9,Gareth Evans,"122,176",$2.63M,7.9,"90,468",7.7,"4,252"
99,Vishwaroopam,Action,tt2199711,2013,7.9,Kamal Haasan,"40,078",,7.9,"28,526",7.1,"1,143"
100,X-Men: Days of Future Past,Action,tt1877832,2014,7.9,Bryan Singer,"701,450",$233.92M,7.9,"428,137",8.1,"81,547"
101,The Batman,Action,tt1877830,2022,7.9,Matt Reeves,"521,724",,7.8,"218,925",7.7,"31,598"
102,Edge of Tomorrow,Action,tt1631867,2014,7.9,Doug Liman,"660,886",$100.21M,7.9,"424,536",7.7,"57,353"
103,Nefes: Vatan Sagolsun,Action,tt1171701,2009,7.9,Levent Semerci,"33,598",,7.9,"24,485",8.1,"2,201"
104,District 9,Action,tt1136608,2009,7.9,Neill Blomkamp,"672,962",$115.65M,8.0,"474,078",7.8,"63,549"
105,Star Trek,Action,tt0796366,2009,7.9,J.J. Abrams,"599,407",$257.73M,7.9,"409,021",8.2,"74,154"
106,Letters from Iwo Jima,Action,tt0498380,2006,7.9,Clint Eastwood,"161,830",$13.76M,7.9,"122,087",7.8,"11,583"
107,Iron Man,Action,tt0371746,2008,7.9,Jon Favreau,"1,032,968",$318.41M,7.8,"617,917",7.9,"117,399"
108,Ying xiong,Action,tt0299977,2002,7.9,Yimou Zhang,"180,507",$53.71M,7.9,"126,174",8.0,"17,371"
109,The Bourne Identity,Action,tt0258463,2002,7.9,Doug Liman,"540,255",$121.66M,7.9,"360,110",7.7,"52,312"
110,Children of Men,Action,tt0206634,2006,7.9,Alfonso Cuarón,"493,876",$35.55M,7.9,"336,180",7.6,"54,115"
111,Wo hu cang long,Action,tt0190332,2000,7.9,Ang Lee,"266,749",$128.08M,7.8,"172,764",7.9,"31,027"
112,Knockin' on Heaven's Door,Action,tt0119472,1997,7.9,Thomas Jahn,"30,274",$0.00M,7.8,"19,547",8.3,"3,680"
113,Kôkaku Kidôtai,Action,tt0113568,1995,7.9,Mamoru Oshii,"140,950",$0.52M,7.9,"92,980",7.7,"10,427"
114,The Blues Brothers,Action,tt0080455,1980,7.9,John Landis,"196,792",$57.23M,7.9,"126,556",7.8,"18,599"
115,"Aguirre, der Zorn Gottes",Action,tt0068182,1972,7.9,Werner Herzog,"56,737",,7.8,"40,160",7.6,"4,007"
116,The Wild Bunch,Action,tt0065214,1969,7.9,Sam Peckinpah,"84,076",$12.06M,7.9,"60,822",7.3,"4,835"
117,Per un pugno di dollari,Action,tt0058461,1964,7.9,Sergio Leone,"214,238",$14.50M,7.9,"149,654",7.7,"10,349"
118,The Adventures of Robin Hood,Action,tt0029843,1938,7.9,Michael Curtiz,"50,780",$3.98M,7.9,"33,277",7.9,"6,111"
119,The Gentlemen,Action,tt8367814,2019,7.8,Guy Ritchie,"321,915",,7.7,"169,726",7.8,"29,224"
120,Doragon bôru chô: Burorî,Action,tt7961060,2018,7.8,Tatsuya Nagamine,"26,576",$30.71M,7.7,"15,172",7.9,614
121,Dunkirk,Action,tt5013056,2017,7.8,Christopher Nolan,"636,843",$188.37M,7.8,"355,391",7.9,"59,235"
122,Rogue One,Action,tt3748528,2016,7.8,Gareth Edwards,"612,222",$532.18M,7.7,"353,727",7.7,"51,743"
123,Captain America: Civil War,Action,tt3498820,2016,7.8,Anthony Russo,"760,562",$408.08M,7.7,"398,279",7.8,"71,423"
124,Star Wars: Episode VII - The Force Awakens,Action,tt2488496,2015,7.8,J.J. Abrams,"914,070",$936.66M,7.8,"525,934",8.1,"85,949"
125,Big Hero 6,Action,tt2245084,2014,7.8,Don Hall,"450,787",$222.53M,7.7,"238,017",8.1,"74,299"
126,Captain America: The Winter Soldier,Action,tt1843866,2014,7.8,Anthony Russo,"822,207",$259.77M,7.7,"464,134",7.8,"88,525"
127,How to Train Your Dragon 2,Action,tt1646971,2014,7.8,Dean DeBlois,"329,550",$177.00M,7.7,"181,534",8.1,"55,158"
128,Ang-ma-reul bo-at-da,Action,tt1588170,2010,7.8,Jee-woon Kim,"127,142",$0.13M,7.8,"85,252",7.6,"11,536"
129,Captain Phillips,Action,tt1535109,2013,7.8,Paul Greengrass,"452,996",$107.10M,7.8,"296,121",7.9,"48,912"
130,Chugyeokja,Action,tt1190539,2008,7.8,Na Hong-jin,"65,349",,7.8,"45,417",7.8,"4,915"
131,Skyfall,Action,tt1074638,2012,7.8,Sam Mendes,"687,780",$304.36M,7.7,"449,128",7.7,"73,776"
132,The Fighter,Action,tt0964517,2010,7.8,David O. Russell,"361,906",$93.62M,7.8,"253,200",7.7,"35,388"
133,Taken,Action,tt0936501,2008,7.8,Pierre Morel,"595,864",$145.00M,7.8,"408,685",7.7,"67,993"
134,Drive,Action,tt0780504,2011,7.8,Nicolas Winding Refn,"622,064",$35.06M,7.8,"403,399",7.5,"75,076"
135,Avatar,Action,tt0499549,2009,7.8,James Cameron,"1,208,258",$760.51M,7.9,"740,191",7.8,"169,607"
136,Apocalypto,Action,tt0472043,2006,7.8,Mel Gibson,"309,212",$50.87M,7.8,"219,061",7.9,"30,185"
137,Hot Fuzz,Action,tt0425112,2007,7.8,Edgar Wright,"498,110",$23.64M,7.8,"327,237",7.9,"52,499"
138,Serenity,Action,tt0379786,2005,7.8,Joss Whedon,"294,445",$25.51M,7.7,"202,714",8.1,"35,696"
139,The Last Samurai,Action,tt0325710,2003,7.8,Edward Zwick,"433,042",$111.11M,7.8,"291,086",7.6,"38,342"
140,Cowboy Bebop: Tengoku no tobira,Action,tt0275277,2001,7.8,Shin'ichirô Watanabe,"48,247",$1.00M,7.8,"32,064",7.9,"3,666"
141,Gongdong gyeongbi guyeok JSA,Action,tt0260991,2000,7.8,Park Chan-wook,"29,851",,7.7,"21,130",7.9,"2,002"
142,Jûbê ninpûchô,Action,tt0107692,1993,7.8,Yoshiaki Kawajiri,"37,248",,7.8,"26,753",7.5,"2,002"
143,The Fugitive,Action,tt0106977,1993,7.8,Andrew Davis,"290,384",$183.88M,7.8,"189,971",7.7,"25,604"
144,Batman: Mask of the Phantasm,Action,tt0106364,1993,7.8,Kevin Altieri,"50,234",$5.62M,7.7,"34,481",7.6,"2,135"
145,Dip huet seung hung,Action,tt0097202,1989,7.8,John Woo,"48,216",,7.7,"34,830",7.4,"2,246"
146,Predator,Action,tt0093773,1987,7.8,John McTiernan,"402,492",$59.74M,7.9,"282,640",7.3,"21,244"
147,Ghostbusters,Action,tt0087332,1984,7.8,Ivan Reitman,"406,742",$238.63M,7.8,"248,086",7.6,"47,083"
148,Raazi,Action,tt7098658,2018,7.7,Meghna Gulzar,"30,218",,7.7,"15,579",8.0,"2,009"
149,Deadpool 2,Action,tt5463162,2018,7.7,David Leitch,"559,052",$324.59M,7.6,"297,969",7.8,"54,285"
150,Mission: Impossible - Fallout,Action,tt4912910,2018,7.7,Christopher McQuarrie,"324,438",$220.16M,7.7,"196,104",7.5,"23,472"
151,Udta Punjab,Action,tt4434004,2016,7.7,Abhishek Chaubey,"30,221",,7.7,"17,213",7.7,"1,508"
152,Kubo and the Two Strings,Action,tt4302938,2016,7.7,Travis Knight,"127,690",$48.02M,7.7,"75,163",7.9,"16,175"
153,Kingsman: The Secret Service,Action,tt2802144,2014,7.7,Matthew Vaughn,"655,365",$128.26M,7.6,"372,396",7.8,"84,452"
154,Ajeossi,Action,tt1527788,2010,7.7,Jeong-beom Lee,"68,881",$0.01M,7.7,"48,239",7.9,"5,709"
155,The Lego Movie,Action,tt1490017,2014,7.7,Phil Lord,"348,691",$257.76M,7.7,"211,242",7.6,"43,418"
156,Gravity,Action,tt1454468,2013,7.7,Alfonso Cuarón,"814,306",$274.09M,7.8,"505,520",7.5,"104,109"
157,Star Trek Into Darkness,Action,tt1408101,2013,7.7,J.J. Abrams,"480,482",$228.78M,7.6,"320,905",8.0,"59,358"
158,X: First Class,Action,tt1270798,2011,7.7,Matthew Vaughn,"683,135",$146.41M,7.7,"433,273",7.9,"90,200"
159,3:10 to Yuma,Action,tt0381849,2007,7.7,James Mangold,"307,610",$53.61M,7.7,"222,882",7.7,"23,572"
160,Kung fu,Action,tt0373074,2004,7.7,Stephen Chow,"137,716",$17.11M,7.7,"97,051",7.8,"10,150"
161,The Bourne Supremacy,Action,tt0372183,2004,7.7,Paul Greengrass,"458,724",$176.24M,7.7,"313,031",7.6,"40,902"
162,Man on Fire,Action,tt0328107,2004,7.7,Tony Scott,"358,052",$77.91M,7.7,"247,369",7.8,"33,525"
163,Black Hawk Down,Action,tt0265086,2001,7.7,Ridley Scott,"390,752",$108.64M,7.7,"271,153",7.5,"26,578"
164,The Count of Monte Cristo,Action,tt0245844,2002,7.7,Kevin Reynolds,"137,068",$54.23M,7.7,"86,631",7.9,"21,044"
165,Minority Report,Action,tt0181689,2002,7.7,Steven Spielberg,"542,610",$132.07M,7.7,"358,359",7.6,"53,799"
166,The Boondock Saints,Action,tt0144117,1999,7.7,Troy Duffy,"237,954",$0.03M,7.7,"169,443",8.0,"24,205"
167,Training Day,Action,tt0139654,2001,7.7,Antoine Fuqua,"427,330",$76.63M,7.7,"296,651",7.4,"28,100"
168,Lola rennt,Action,tt0130827,1998,7.7,Tom Tykwer,"197,666",$7.27M,7.6,"126,324",7.8,"28,584"
169,The Last of the Mohicans,Action,tt0104691,1992,7.7,Michael Mann,"166,867",$75.51M,7.7,"108,519",7.8,"17,668"
170,Lat sau san taam,Action,tt0104684,1992,7.7,John Woo,"50,218",,7.7,"37,052",7.3,"1,888"
171,Star Trek II: The Wrath of Khan,Action,tt0084726,1982,7.7,Nicholas Meyer,"120,226",$78.91M,7.7,"81,526",7.6,"8,559"
172,First Blood,Action,tt0083944,1982,7.7,Ted Kotcheff,"247,575",$47.21M,7.7,"178,543",7.2,"9,789"
173,Badlands,Action,tt0069762,1973,7.7,Terrence Malick,"72,351",,7.7,"49,428",7.6,"6,320"
174,The French Connection,Action,tt0067116,1971,7.7,William Friedkin,"121,337",$15.63M,7.7,"85,043",7.3,"6,506"
175,Dirty Harry,Action,tt0066999,1971,7.7,Don Siegel,"154,699",$35.90M,7.7,"111,517",7.4,"8,485"
176,The Dirty Dozen,Action,tt0061578,1967,7.7,Robert Aldrich,"72,447",$45.30M,7.7,"51,949",7.8,"3,927"
177,Bonnie and Clyde,Action,tt0061418,1967,7.7,Arthur Penn,"111,801",,7.8,"70,839",7.7,"14,839"
178,Goldfinger,Action,tt0058150,1964,7.7,Guy Hamilton,"188,264",$51.08M,7.7,"130,075",7.3,"11,850"
179,The Longest Day,Action,tt0056197,1962,7.7,Ken Annakin,"55,601",$39.10M,7.7,"40,442",7.7,"3,009"
180,The Magnificent Seven,Action,tt0054047,1960,7.7,John Sturges,"94,187",$4.91M,7.7,"65,688",7.8,"6,319"
181,Key Largo,Action,tt0040506,1948,7.7,John Huston,"40,539",,7.7,"26,252",7.8,"4,629"
182,Scarface,Action,tt0023427,1932,7.7,Howard Hawks,"27,779",,7.7,"19,219",7.6,"2,512"
183,Pushpa: The Rise - Part 1,Action,tt9389998,2021,7.6,Sukumar,"64,032",,7.3,"14,695",6.6,565
184,Ölümlü Dünya,Action,tt7748244,2018,7.6,Ali Atay,"26,443",,7.6,"13,439",7.8,"2,977"
185,Ludo,Action,tt7212754,2020,7.6,Anurag Basu,"38,522",,7.4,"14,380",7.5,"1,247"
186,Busanhaeng,Action,tt5700672,2016,7.6,Sang-ho Yeon,"211,173",$2.13M,7.5,"114,253",7.8,"23,094"
187,Hotel Mumbai,Action,tt5461944,2018,7.6,Anthony Maras,"62,364",$9.65M,7.5,"35,429",7.8,"7,494"
188,Guardians of the Galaxy Vol. 2,Action,tt3896198,2017,7.6,James Gunn,"656,490",$389.81M,7.5,"343,899",7.8,"68,728"
189,Baby Driver,Action,tt3890160,2017,7.6,Edgar Wright,"516,852",$107.83M,7.5,"281,833",7.5,"52,583"
190,Only the Brave,Action,tt3829920,2017,7.6,Joseph Kosinski,"67,792",$18.34M,7.5,"42,362",7.8,"6,662"
191,Incredibles 2,Action,tt3606756,2018,7.6,Brad Bird,"287,998",$608.58M,7.5,"146,343",7.8,"34,252"
192,Sicario,Action,tt3397884,2015,7.6,Denis Villeneuve,"419,519",$46.89M,7.7,"267,245",7.3,"31,977"
193,Creed,Action,tt3076658,2015,7.6,Ryan Coogler,"268,711",$109.77M,7.6,"172,545",7.5,"18,273"
194,Hell or High Water,Action,tt2582782,2016,7.6,David Mackenzie,"226,742",$26.86M,7.6,"146,697",7.4,"16,589"
195,Dawn of the Planet of the Apes,Action,tt2103281,2014,7.6,Matt Reeves,"435,788",$208.55M,7.6,"292,347",7.5,"37,042"
196,El cuerpo,Action,tt1937149,2012,7.6,Oriol Paulo,"64,991",,7.5,"37,138",7.7,"9,872"
197,Serbuan maut,Action,tt1899353,2011,7.6,Gareth Evans,"202,711",$4.11M,7.6,"153,118",7.4,"8,695"
198,End of Watch,Action,tt1855199,2012,7.6,David Ayer,"245,064",$41.00M,7.6,"173,077",7.6,"20,468"
199,Rise of the Planet of the Apes,Action,tt1318514,2011,7.6,Rupert Wyatt,"521,997",$176.76M,7.6,"361,209",7.5,"53,234"
200,Kick-Ass,Action,tt1250777,2010,7.6,Matthew Vaughn,"555,214",$48.07M,7.7,"377,276",7.4,"63,958"
201,Celda 211,Action,tt1242422,2009,7.6,Daniel Monzón,"67,313",,7.6,"48,937",7.8,"6,712"
202,Zombieland,Action,tt1156398,2009,7.6,Ruben Fleischer,"565,102",$75.59M,7.6,"359,091",7.6,"67,034"
203,Sherlock Holmes,Action,tt0988045,2009,7.6,Guy Ritchie,"623,805",$209.03M,7.5,"394,532",7.7,"90,890"
204,United 93,Action,tt0475276,2006,7.6,Paul Greengrass,"105,925",$31.57M,7.6,"75,603",7.5,"9,590"
205,Huo Yuan Jia,Action,tt0446059,2006,7.6,Ronny Yu,"75,780",$24.63M,7.6,"58,140",7.5,"4,261"
206,Kung Fu Panda,Action,tt0441773,2008,7.6,Mark Osborne,"458,906",$215.43M,7.6,"268,530",7.5,"65,180"
207,Harry Potter and the Half-Blood Prince,Action,tt0417741,2009,7.6,David Yates,"531,429",$301.96M,7.4,"281,939",8.0,"96,587"
208,300,Action,tt0416449,2006,7.6,Zack Snyder,"806,483",$210.61M,7.7,"533,831",7.5,"75,643"
209,Watchmen,Action,tt0409459,2009,7.6,Zack Snyder,"543,709",$107.51M,7.7,"374,696",7.2,"46,705"
210,Batoru rowaiaru,Action,tt0266308,2000,7.6,Kinji Fukasaku,"181,336",,7.6,"124,513",7.6,"19,133"
211,Vampire Hunter D: Bloodlust,Action,tt0216651,2000,7.6,Jack Fletcher,"31,788",$0.15M,7.6,"21,771",7.8,"3,369"
212,Enemy at the Gates,Action,tt0215750,2001,7.6,Jean-Jacques Annaud,"259,432",$51.40M,7.6,"182,567",7.5,"17,639"
